City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,RoadWidth,RoadType
3,1900000,0,0,,0,0,,457,13.0,3
3,75000000,0,0,5.0,0,4,2075.0,572,20.0,1
17,26500000,0,0,3.0,0,0,,439,12.0,6
27,36500000,0,0,3.0,0,0,2074.0,509,20.0,3
17,41000000,0,0,3.0,0,0,2075.0,457,12.0,1
20,40000000,0,0,,0,0,,383,13.0,3
27,5600000,0,0,,0,0,,1200,14.0,5
20,40000,0,0,,0,4,,631,20.0,1
17,30000000,0,0,3.0,0,0,,508,12.0,6
17,14200000,4,2,2.0,0,7,,430,13.0,6
17,5500000,0,0,,0,7,,264,13.0,6
3,1700000,0,0,,0,4,,288,15.0,5
20,75,0,0,6.0,0,6,2076.0,348,12.0,3
20,3200000,0,0,,0,1,,181,15.0,1
17,17500000,0,0,3.0,0,2,,1200,13.0,6
27,7500000750000,0,0,1.0,0,5,,290,12.0,5
17,20000000,0,0,2.0,0,4,,523,13.0,1
17,2000000,0,0,,0,5,,328,13.0,6
17,3800000,0,0,,0,0,,518,13.0,3
17,20000,0,1,,2,3,,376,36.0,6
17,1800000020,0,0,4.0,0,2,2073.0,258,10.0,4
17,3000000,0,0,,0,5,,297,9.0,1
17,15000000,2,1,1.0,0,4,,514,11.0,6
17,25000000,6,3,,0,1,,483,11.0,1
17,70000000,13,0,4.5,0,5,,508,14.0,3
17,16500000,6,3,3.0,0,4,,468,10.0,1
17,53000000,6,4,3.0,3,7,,313,15.0,1
17,3200000,0,0,,0,1,,363,13.0,4
17,5500000,0,0,,0,1,,406,20.0,1
17,3200000,0,0,,0,5,,220,15.0,5
17,2550000,0,0,,0,1,,276,15.0,5
3,1350000,0,0,,0,7,,260,13.0,5
17,3200000,0,0,,0,7,,290,19.68504,2
17,43000000,6,5,3.0,3,5,2074.0,403,12.0,3
3,21500000,9,1,3.0,1,7,2076.0,633,20.0,6
17,250000000,0,0,,0,0,,486,20.0,1
29,6400000,3,1,1.0,0,1,,905,15.0,5
17,4300000,0,0,,0,4,,399,14.0,1
17,24500000,4,3,2.0,2,0,2073.0,556,13.12336,5
17,80000000,18,6,4.0,0,0,2060.0,346,29.52756,5
20,3600000,0,0,,0,4,,511,12.0,6
7,3800000,0,0,,0,7,,595,29.52756,1
17,3600000,0,0,,0,1,,643,10.0,3
7,9000000,0,0,,0,0,,267,20.0,6
7,23000000,15,6,3.0,10,1,2075.0,363,20.0,1
17,33500000,0,0,3.0,1,0,,1000,20.0,1
17,32000000,9,4,,0,0,,342,10.0,1
17,14000000,0,0,3.0,1,0,,444,10.0,6
17,35000000,10,3,3.0,0,1,,265,16.0,1
20,25500000,4,4,2.5,0,3,,755,14.0,3
20,24000000,12,4,3.0,4,5,,303,0.0,6
27,850000017,0,0,,0,0,,382,20.0,6
17,18700000,1,1,3.0,1,0,,412,7.0,6
17,19500,0,0,,0,0,,646,0.0,6
17,1600000,0,0,,0,0,,257,20.0,3
20,16500000,5,3,3.0,0,4,,635,13.0,1
17,190000150000,0,0,7.0,3,7,1994.0,352,20.0,1
17,750000,0,0,,0,7,,375,13.0,5
20,1250000,0,0,,0,1,,300,20.0,6
17,25000000,0,0,4.0,0,7,,323,13.0,6
17,31800000,10,0,3.0,0,0,,473,14.0,1
17,2500000,0,0,,0,4,,346,15.0,5
17,27500000,0,0,,0,1,,351,13.0,3
17,84000002100000,0,0,,0,0,,208,10.0,3
20,78000001300000,0,0,,0,0,,414,20.0,6
17,26000000,0,0,3.0,0,7,,309,15.0,1
17,800000,0,0,,0,7,,216,15.0,1
17,9500000,4,0,,0,4,,595,15.0,5
17,15000000,0,0,,0,7,,329,13.0,1
17,43000,4,3,,0,7,,399,15.0,1
17,150000000,0,0,3.5,0,1,2065.0,372,20.0,6
17,42500000,5,4,,0,6,,2900,20.0,6
20,30000,0,0,,0,1,,885,15.0,1
3,1675000,0,0,,0,0,,306,31.0,6
17,6000000,0,0,,0,7,,214,15.0,1
17,60000000,0,0,3.0,3,0,,242,13.0,6
17,40000000,0,0,2.5,0,7,,354,20.0,4
17,29500000,0,0,,0,0,,430,0.0,6
17,19000000,3,2,2.0,0,6,,1100,24.0,1
17,7500000,0,0,,0,0,,282,18.0,3
17,32500000,4,3,,0,3,,335,16.0,3
20,44500000,5,5,3.0,0,1,,641,16.0,3
17,32000000,5,4,3.0,0,4,,301,15.0,3
17,28500000,5,0,3.0,0,2,,1500,12.0,3
17,26000000,5,3,3.0,0,0,,3400,12.0,1
17,2800000,0,0,,0,7,,276,15.0,5
17,9500000,4,2,2.0,0,7,,460,15.0,5
17,400000,0,0,,0,0,,341,0.0,6
17,25000000,6,4,3.0,0,1,,636,13.0,1
17,17500000,5,2,3.0,0,4,,344,16.0,1
17,100000,1,1,4.0,1,7,2070.0,458,16.0,6
20,19900,2,1,,1,0,,586,20.0,1
20,2200000,0,1,4.0,10,0,,195,14.0,4
17,40000000,0,0,,0,4,,413,16.0,1
17,1800000,0,0,,0,1,,211,13.0,1
17,6500000,3,1,1.0,0,7,,608,10.0,5
17,850000,0,0,,0,4,,639,13.0,5
17,1350000,0,0,,0,0,,230,14.0,6
17,12500000,3,1,1.0,1,2,2074.0,496,13.0,3
17,14999,2,1,3.0,3,7,2075.0,459,8.0,5
17,130000004000000,2,1,1.0,1,4,2071.0,350,10.0,5
17,6000000,0,0,,0,0,,4000,13.0,6
17,70000000,7,5,3.0,8,0,2059.0,828,12.0,1
7,3800000,0,0,,0,7,,493,29.52756,1
3,1700000,0,0,,0,1,,232,13.0,1
20,14200000,2,1,1.0,4,0,2074.0,531,20.0,3
17,1300000,0,0,,0,4,,194,15.0,1
17,1000000,0,0,,0,1,,174,13.0,1
17,2500000,0,0,,0,0,,1400,20.0,3
17,2800000,0,0,,0,2,,282,13.0,4
20,2500000,0,0,2.0,0,4,,258,72.17848,5
20,1400000,0,0,,0,4,,283,23.0,6
17,55000000,0,0,3.0,0,0,,307,13.0,6
17,216000002700000,0,0,,0,0,,405,12.0,4
17,30000000,0,0,3.0,0,5,,550,10.0,6
17,12800000,2,1,1.0,2,7,2075.0,630,12.0,3
17,25000000,0,0,3.0,0,7,,420,13.0,6
17,12500000,0,0,1.0,1,0,,517,10.0,6
17,4500000,0,0,,0,3,,197,15.0,6
17,23000000,0,0,3.0,0,4,,2300,12.0,6
17,15000000,0,0,,0,5,,354,20.0,6
17,1600000,0,0,,0,4,,346,20.0,6
17,25000000,0,0,,1,5,,520,13.0,6
27,2300000,0,0,,0,4,,515,15.0,1
27,2000000025,9,10,3.0,3,1,2074.0,439,20.0,3
17,4500000,0,0,,0,7,,310,16.0,6
17,39000000,9,4,5.0,0,0,,295,36.08924,6
3,140000003500000,0,0,,0,4,2076.0,515,13.0,3
7,1300000,0,0,,0,1,,780,10.0,5
17,950000,0,0,,0,7,,261,32.0,5
17,1650000,0,0,,0,1,,435,20.0,5
20,20500000,0,0,3.0,0,4,,694,10.0,3
17,2100000,0,0,,0,1,,281,13.0,5
17,2100000,0,0,,0,4,,382,13.0,3
17,27500000,10,3,3.0,2,4,2076.0,1300,13.0,1
17,1650000,0,0,,0,4,,219,13.0,5
17,22835000,4,3,,0,7,,819,20.0,6
17,16500000,9,3,3.0,0,6,,614,10.0,3
17,2100000,0,0,,0,1,,328,13.0,5
17,1600000,0,0,,0,1,,261,12.0,3
20,600000,0,0,,0,5,,288,15.0,5
17,32000000,5,4,3.0,2,5,2076.0,4000,13.0,1
27,2500000,0,0,,0,1,,390,0.0,6
27,650000,0,0,,0,1,,329,0.0,6
27,12000000,0,0,,0,2,,453,20.0,3
16,1500000015,0,0,,0,0,,438,20.0,5
20,42000000,6,5,4.0,5,6,2068.0,303,0.0,1
20,50000,3,2,2.0,4,0,2015.0,644,25.0,1
17,66000000,0,0,3.0,0,0,,387,40.0,1
20,1850000,0,0,,0,4,,300,20.0,5
22,600000,0,0,,0,0,,382,11.48294,6
17,1200000,0,0,,0,2,,1300,20.0,6
17,17000000,4,3,3.0,0,0,,553,13.0,1
17,3500000,0,0,,0,5,,271,20.0,6
17,13000000,3,3,2.0,0,4,,427,13.0,1
3,1500000,0,0,,0,4,,263,20.0,1
17,700000,10,10,,30,0,,706,26.24672,6
17,225000,4,4,4.0,0,7,,290,13.0,6
3,1100000,0,0,,0,7,,214,15.0,1
3,19500000,10,0,4.0,0,0,,479,20.0,5
17,2900000,0,0,,0,4,,286,10.0,3
17,4500000,0,0,,0,7,,274,16.0,1
17,1600000,0,0,,0,4,,183,15.0,5
3,1000000,0,0,,0,2,,344,12.0,5
17,1100000,0,0,,0,1,,256,8.0,5
17,55000000,2,3,,0,2,,586,0.0,6
20,2250000,0,0,,0,4,,280,13.0,5
17,22500000,3,4,,0,2,,1300,20.0,6
17,30000000,3,3,,0,5,,727,36.08924,6
17,20000000,3,3,,0,0,,596,0.0,6
17,6500000,0,0,,0,1,,262,20.0,1
17,6700000,0,0,,0,6,,291,12.0,6
17,1000000,0,0,,0,7,,393,20.0,6
17,2500000,0,0,,0,6,,229,13.0,6
20,2600000,0,0,,0,4,,344,26.0,6
20,250000,0,0,,0,0,,396,20.0,6
20,2600000,0,0,,0,1,,509,13.0,5
17,400000,0,0,,0,5,,499,13.0,6
20,600000,0,0,,0,0,,318,20.0,6
17,65000000,5,6,,0,3,,2000,13.0,6
17,28000000,6,4,,0,4,,303,13.0,6
17,500000,0,0,,0,1,,360,13.0,1
17,23000000,4,3,3.0,0,4,,441,20.0,6
20,35000000,5,4,3.0,0,4,,705,20.0,6
20,70000000,5,5,3.0,4,6,,1100,13.0,6
17,23500000,3,3,2.0,0,0,,2600,20.0,6
17,80000000,6,7,,4,5,,814,13.0,6
20,22500000,7,4,3.0,0,6,,280,13.0,6
20,60000000,5,5,3.0,0,4,,372,20.0,6
27,170000000,5,8,,0,0,,1700,26.24672,6
17,2500000,0,0,,0,5,,229,0.0,6
17,22700000,5,2,3.0,0,7,,274,12.0,3
17,19800000,9,0,3.0,0,5,,316,12.0,3
17,33500000,7,3,3.0,0,0,,353,14.0,5
17,850000,0,0,,0,1,,166,0.0,6
17,2500000,0,0,,0,1,,213,0.0,6
17,52500000,0,0,3.0,0,7,,408,0.0,6
17,630000,0,0,,0,5,,219,0.0,6
20,15100000,0,0,2.0,0,1,,551,0.0,6
17,25000000,6,4,3.0,3,7,,305,13.0,5
17,17000000,4,4,3.0,0,1,,802,0.0,6
20,1700000,0,0,,0,4,,190,0.0,6
17,3500000,0,0,,0,4,,288,0.0,6
17,25500000,5,2,3.0,2,1,,1100,0.0,6
20,600000,0,0,,0,6,,213,0.0,6
17,22500000,0,0,3.0,0,1,,449,0.0,6
17,34500000,10,0,3.0,0,4,,266,19.68504,6
17,2000000,0,0,,0,1,,207,0.0,6
17,750000,0,0,,0,1,,236,0.0,6
17,300000,0,0,,0,0,,169,0.0,6
17,550000,0,0,,0,0,,189,0.0,6
17,4500000,0,0,,0,1,,224,12.0,6
17,2100000,0,0,,0,3,,266,22.0,6
17,90,0,0,1.0,0,1,,369,42.0,1
3,2500000,0,0,,0,1,,247,20.0,6
17,4000000,0,0,,0,4,,221,20.0,6
7,143750001250000,0,0,,0,0,,232,10.0,5
17,450000,0,0,,0,0,,207,0.0,6
17,1200000,0,0,,0,4,,240,0.0,6
17,400000,0,0,,0,0,,193,0.0,6
17,750000,0,0,,0,1,,228,0.0,6
17,50000,3,2,,0,7,,703,0.0,6
17,3500000,0,0,,0,1,,198,0.0,6
20,1500000,0,0,,0,7,,220,0.0,6
17,1300000,0,0,,0,2,,189,0.0,6
17,600000,0,0,,0,4,,190,0.0,6
20,600000,0,0,,0,5,,169,0.0,6
17,650000,0,0,,0,4,,239,0.0,6
17,1600000,0,0,,0,1,,207,0.0,6
17,450000,0,0,,0,1,,198,0.0,6
17,450000,0,0,,0,5,,236,0.0,6
17,500000,0,0,,0,5,,203,0.0,6
17,52500000,5,4,3.0,4,4,,3900,13.0,3
20,1700000,0,0,,0,6,,294,20.0,6
17,2100000,0,0,,0,5,,322,20.0,6
17,6000000,0,0,,0,4,,317,0.0,6
20,5860000,0,0,,0,6,,512,26.24672,3
27,1500000,0,0,,0,0,,266,20.0,6
17,9000,0,0,,0,1,,1800,0.0,6
17,60000,2,1,,0,4,,386,0.0,6
17,150000,0,0,,0,5,,296,0.0,6
20,40000,2,2,,0,4,,438,0.0,6
17,40000,3,1,,0,6,,628,0.0,6
17,3400000,0,0,,0,1,,263,20.0,6
7,605000055,0,0,,0,4,,1000,14.0,6
17,20500000,7,5,,0,5,,389,14.0,3
17,5700000,0,0,,0,0,,271,24.0,6
20,39077000,4,4,3.0,1,4,2076.0,5000,16.0,2
20,37500000,6,5,4.0,0,6,,719,13.0,6
20,25000,2,1,,0,1,,437,13.0,3
17,31000000,8,3,4.0,1,6,,385,14.0,3
20,27000000,5,3,3.0,0,7,,418,22.0,1
20,22000,2,1,1.0,0,5,,341,13.0,5
20,21500000,0,0,3.0,0,6,,854,10.0,6
3,25500000,0,0,4.0,0,6,,333,10.0,6
17,45000,4,4,,0,2,,551,19.68504,6
17,85000,3,3,,1,5,,434,12.0,6
20,300000,4,4,3.0,3,5,,356,15.0,6
17,380000,11,4,3.0,4,5,,406,12.0,6
20,250000,5,3,3.0,4,4,,403,15.0,6
17,60000,4,4,3.0,0,4,,293,15.0,6
17,140000,5,4,,4,5,,310,13.0,6
20,150000,5,3,3.0,3,4,,315,15.0,6
17,2400000,0,0,,0,0,,348,20.0,3
20,40000000,4,2,3.0,2,0,,385,20.0,6
17,3300000,0,0,,0,6,,302,10.0,2
17,20000000,0,0,3.0,0,0,,592,12.0,3
20,325000,7,5,3.0,5,5,,273,13.0,6
17,32500000,0,0,3.0,0,0,,697,13.0,3
17,100000,5,2,,0,5,,517,15.0,6
20,70000,6,4,3.0,0,0,,305,13.0,6
17,45000000,0,0,3.0,0,0,,480,20.0,3
20,100000,0,0,,0,4,,330,13.0,6
17,21500000,4,3,3.0,0,7,,295,13.12336,1
17,1200000,0,0,,0,5,,481,13.0,5
20,125000,4,3,,2,5,,335,13.0,6
17,600000,0,0,,0,5,,366,20.0,5
20,150000,3,4,2.0,0,6,,326,0.0,6
13,2200000,0,0,,0,1,,305,20.0,3
20,55000,5,2,,0,6,,300,13.0,6
17,3300000,0,0,,0,4,,299,20.0,5
17,150000,5,5,3.0,0,5,,466,15.0,6
20,1500000,0,0,,0,5,,314,20.0,3
17,70000000,0,0,3.0,5,4,,298,20.0,1
20,200000,5,5,,0,5,,268,15.0,6
17,47500000,0,0,,4,7,,258,16.0,3
20,3500000,0,0,,0,1,,461,13.0,1
20,550000,6,6,,10,6,,448,20.0,6
20,150000,5,4,3.0,2,5,,817,13.0,6
20,180000,0,0,,0,4,,290,15.0,6
20,125000,7,4,3.0,0,7,,423,13.0,6
17,350000,8,4,,5,6,,371,13.0,6
27,12500000,0,0,,0,1,,335,19.68504,1
17,25000000,3,3,,0,5,,710,0.0,6
17,45000000,4,4,,0,2,,416,0.0,6
17,45000000,4,4,,0,2,,602,0.0,6
17,35000000,3,3,,0,5,,591,0.0,6
17,400000,0,0,,0,4,,392,20.0,5
17,3700000,0,0,,0,4,,235,18.0,6
17,11400000,0,0,1.0,0,4,,377,13.0,3
17,11400000,0,0,3.0,0,4,,560,10.0,5
17,4000000,0,0,,0,5,,253,13.0,6
17,1750000,0,0,,0,4,,294,32.0,5
17,4800000,0,0,,0,0,,399,15.0,6
17,12000000,4,0,1.0,0,0,,623,12.0,5
3,366666,0,0,,0,4,,288,13.0,5
17,180000000,0,0,3.0,0,5,,4100,13.0,6
17,1500000,0,0,,0,0,,353,20.0,6
17,2700000,0,0,,0,4,,215,12.0,5
3,1050000,0,0,,0,5,,289,20.0,5
20,14500000,10,0,3.0,4,0,,383,10.0,6
17,36500000,3,4,,0,2,,608,13.0,6
17,220000,2,3,,0,2,,653,0.0,6
17,1300000,0,0,,0,4,,370,8.0,5
17,2000000,0,0,,0,5,,252,16.0,1
17,1400000,0,0,,0,0,,222,10.0,5
27,700000,0,0,,0,5,,329,15.0,6
17,24000000,7,0,3.0,4,4,,312,16.0,5
27,15000000,0,0,,0,1,,262,20.0,6
17,20400000,11,0,3.0,4,4,,299,20.0,1
27,27000000,0,0,2.0,0,5,,973,20.0,6
27,30000000,0,0,3.0,0,2,,458,20.0,6
27,18000000,0,0,,0,5,,438,20.0,6
27,35000000,0,0,4.0,0,3,,439,15.0,6
27,600000,0,0,,0,4,,404,20.0,6
27,16300000,0,0,,0,5,,404,20.0,6
27,1150000,0,0,,0,0,,543,20.0,6
27,6500000,0,0,,0,5,,350,12.0,6
17,700000,0,0,,0,4,,358,32.0,5
20,1400000,0,0,,0,1,,348,13.0,6
17,35700000,0,0,,0,7,,365,12.0,6
20,250000,0,0,,0,4,,651,12.0,5
17,1100000,0,0,,0,4,,401,20.0,5
17,16000000,7,6,5.0,4,5,,317,14.0,3
17,2700000,0,0,,0,4,,207,20.0,5
20,9000000,4,1,1.0,0,7,,535,10.0,5
17,13000000,2,1,,0,7,,300,15.0,5
17,1800000,0,0,,0,7,,313,26.0,5
16,900000,0,0,,0,4,,218,20.0,6
17,1600000,0,0,,0,7,,233,26.0,5
27,25000000,0,0,,0,5,,634,20.0,3
17,45000,3,4,3.0,0,0,,523,20.0,6
3,1800000,0,0,,0,4,,217,20.0,6
17,19500000,3,3,3.0,1,5,2075.0,1600,12.0,4
17,17000000,4,3,3.0,4,0,,1500,13.0,1
20,90000,4,3,2.0,0,5,,309,15.0,6
20,350000,5,5,3.0,15,6,,379,13.0,6
17,100000,6,4,3.0,8,4,,369,13.0,6
17,150000,4,4,3.0,2,5,,2600,14.0,6
17,500000,5,7,3.0,2,5,,301,15.0,6
17,38000000,10,0,,3,4,,377,10.0,6
20,130000,5,3,3.0,0,5,,277,13.12336,6
20,300000,8,6,,5,7,,382,0.0,6
17,110000,4,4,3.0,3,4,,250,12.0,6
20,1500000,4,4,3.0,5,2,,424,12.0,6
17,25000,0,0,,0,0,,466,0.0,6
17,165000,8,2,,2,5,,363,13.0,6
17,20000000,1,1,3.0,1,7,2075.0,499,13.0,6
20,25000000,3,3,2.0,1,6,,15000,0.0,6
20,120000,5,3,,2,7,,411,20.0,6
9,400000,0,0,,0,4,,303,15.0,6
24,100000,0,0,,0,7,,484,20.0,6
24,550000,0,0,,0,7,,583,20.0,6
20,150000,5,3,,2,5,,325,13.0,6
17,150000,7,3,,4,5,,317,13.0,6
24,1000000,0,0,,0,4,,244,20.0,6
20,160000,4,6,3.0,1,7,,254,15.0,6
24,550000,0,0,,0,7,,260,13.0,6
24,300000,0,0,,0,7,,461,20.0,6
24,1300000,0,0,,0,7,,276,20.0,3
24,260000,0,0,,0,7,,360,20.0,3
17,270000,14,6,,6,2,,602,20.0,6
6,25000000,10,4,3.0,0,0,,1600,20.0,3
20,144000,3,4,,1,5,,545,15.0,6
24,125000,0,0,,0,7,,265,20.0,3
24,2200000,0,0,,0,7,,406,20.0,5
24,1700000,0,0,,0,7,,289,20.0,3
20,80000,5,4,3.0,0,6,,357,13.0,6
17,125000,0,5,3.0,3,4,,349,13.0,6
17,200000,7,5,,3,6,,482,13.0,6
20,300000,4,4,,5,5,,322,15.0,6
20,125000,21,18,3.0,2,0,,325,12.0,6
17,560000,0,0,,12,1,,322,0.0,6
17,17500000,6,2,3.0,1,1,,390,12.0,6
17,4400000,0,0,,0,4,,243,12.0,6
17,25000000,4,3,3.0,0,0,,351,13.0,6
17,59900000,5,0,3.0,4,1,,586,26.0,3
17,29900000,10,0,3.0,3,0,,405,0.0,6
17,4200000,0,0,,0,5,,395,13.0,5
17,55000000,0,0,2.0,0,0,,716,24.0,3
17,26500000,4,0,3.0,0,7,,455,13.0,3
17,32500000,8,6,3.0,4,4,,571,13.0,3
17,6000000,0,0,,0,7,,317,10.0,3
17,4500000,0,0,,0,4,,354,26.0,3
17,21500000,7,4,4.0,1,6,,270,14.0,3
17,5000000,0,0,,0,1,,366,12.0,6
17,5000000,0,0,,0,1,,367,12.0,6
17,2800000,0,0,,0,1,,272,13.0,5
17,38000000,8,4,4.0,1,3,,557,15.0,6
17,2500000,0,0,,0,7,,229,12.0,5
17,25000000,7,3,4.0,1,1,,273,12.0,6
17,3200000,0,0,,0,1,,197,10.0,5
17,2400000,0,0,,0,7,,272,11.0,6
17,24000000,15,5,4.0,0,1,,442,20.0,6
17,3200000,0,0,,0,7,,1100,14.0,3
17,4200000,0,0,,0,1,,241,13.0,3
17,480000,0,0,,0,7,,335,15.0,6
17,17000000,8,4,4.0,0,7,,243,20.0,3
17,3000000,0,0,,0,0,,308,15.0,3
17,3250000,0,0,,0,7,,270,12.0,3
17,3700000,0,0,,0,5,,307,10.0,3
17,26000000,5,3,3.0,2,1,,241,16.0,6
17,29000000,6,3,,0,4,,435,14.0,6
17,13500000,3,2,3.0,1,6,,740,12.0,6
17,22800000,6,2,3.0,0,0,,446,20.0,6
17,26000000,3,3,3.0,0,0,,314,12.0,6
17,6000000,0,0,,0,4,,247,15.0,6
17,27500000,6,4,4.0,0,4,,582,12.0,6
17,22500000,4,3,3.0,0,0,,272,12.0,6
17,400000,4,5,3.0,10,5,,799,13.0,6
17,15500000,7,2,,0,7,,548,13.0,6
17,30000000,5,0,3.0,0,7,,455,15.0,6
17,51500000,6,3,3.0,0,2,,2600,12.0,6
17,15000000,11,0,3.0,0,7,,602,20.0,6
17,45000000,11,0,3.0,0,4,,680,14.0,6
17,33000000,11,0,3.0,0,0,,347,15.0,6
17,40000000,12,0,4.0,4,0,,340,13.0,6
17,18200000,9,0,3.0,3,4,,355,13.0,6
17,19200000,5,4,3.0,3,0,,388,13.0,6
17,17700000,12,0,4.0,0,0,,425,13.0,6
17,17000000,7,0,,0,0,,413,13.0,6
17,29800000,10,0,3.0,3,7,,449,13.0,6
17,21000000,9,0,3.0,0,3,,495,13.0,6
17,34000000,6,3,3.0,4,5,,265,13.0,6
17,1450000,0,0,,0,0,,217,20.0,6
17,40000000,6,4,3.0,4,5,,324,14.0,6
17,2150000,0,0,,0,7,,221,12.0,6
17,19900000,3,3,,0,6,,327,12.0,6
17,16800000,10,0,3.0,0,6,,565,13.0,6
17,100000,5,3,3.0,4,0,,332,12.0,6
7,9000,1,1,3.0,1,1,2075.0,680,19.68504,6
17,63000000,9,4,4.0,4,4,,369,13.0,6
17,100,0,0,3.0,0,0,,400,20.0,6
20,12500000,3,2,3.0,3,4,,589,10.0,6
17,14200000,5,2,2.0,3,3,,486,13.0,6
20,20000000,5,4,3.0,3,1,,468,16.0,6
17,19500000,5,3,3.0,2,0,,599,13.0,6
17,21000000,4,2,2.0,2,4,,1100,18.0,6
17,100000000,5,2,3.0,4,7,,720,20.0,6
17,22500000,6,4,4.0,3,1,,279,10.0,6
17,37000000,5,4,3.0,4,6,,266,12.0,6
17,19000000,4,3,3.0,4,0,,583,20.0,6
17,45000000,5,5,3.0,4,0,,286,12.0,6
17,16500000,6,3,3.0,3,4,,328,12.0,6
17,88000000,0,0,3.0,0,7,,245,20.0,6
17,29000000,10,6,5.0,4,7,,277,10.0,6
17,7500000,0,0,,0,0,,311,20.0,6
17,55000000,0,0,4.0,0,1,,327,20.0,6
17,36000000,6,4,3.5,3,5,,247,13.0,6
17,24000000,10,6,3.0,4,0,,808,13.0,6
17,12000000,4,1,1.0,2,0,,452,13.0,6
17,8500000,0,0,,0,7,,231,20.0,6
17,45000000,12,4,4.0,5,1,,257,0.0,6
17,15000000,3,3,3.0,2,4,,260,10.0,6
17,1000000,0,0,,0,6,,275,26.0,6
17,500000,0,0,,0,0,,226,20.0,6
17,20000000,4,2,3.0,0,0,,331,13.0,6
20,16000000,4,4,3.0,2,5,2075.0,1900,13.0,6
17,37500000,4,4,6.0,4,0,,316,12.0,6
17,20000000,0,0,,0,0,,267,26.0,6
17,31000000,9,9,4.0,3,1,,298,9.0,6
17,20500000,5,4,3.0,3,4,,356,16.0,6
17,26000000,4,5,3.0,3,0,,247,12.0,6
17,120000,2,2,3.0,2,6,,323,16.0,6
20,7500000,2,2,1.0,2,7,,864,24.0,6
17,100000,2,2,1.0,2,7,,356,20.0,6
17,17500000,3,3,3.0,2,4,,737,20.0,6
17,5500000,0,0,,0,4,,6100,19.68504,6
17,110000,2,2,3.0,2,2,,375,13.0,6
20,25000000,4,3,3.0,1,4,2072.0,5900,13.0,6
17,28500000,3,3,2.0,1,6,2073.0,6500,18.0,6
17,50000,0,0,,0,0,,419,0.0,6
17,40000,0,0,,0,0,,518,0.0,6
20,250000,0,0,,0,0,,325,20.0,6
17,3000000,0,0,,0,4,,4900,35.0,1
20,2400000,0,0,,0,5,,520,16.0,6
17,3500000,0,0,,0,0,,425,16.0,6
20,14500000,4,3,2.0,1,5,,768,13.0,6
17,27500000,6,4,3.0,1,5,,375,13.0,6
17,2600000,0,0,,0,0,,302,13.0,6
20,60000,6,2,2.0,0,0,,351,18.0,6
17,120000,3,2,10.0,0,0,,394,20.0,6
17,150000,2,2,4.0,0,5,,371,15.0,6
17,55000000,2,3,,0,2,,565,20.0,6
20,40000,2,1,,0,0,,554,15.0,6
20,16500000,3,2,10.0,0,0,,619,20.0,6
17,30000000,0,3,5.0,0,7,,524,32.0,6
17,125000,5,2,2.0,5,0,2076.0,1800,13.0,6
20,250000,5,3,3.0,2,0,2075.0,12700,20.0,6
17,65000000,5,6,3.0,0,3,,607,13.0,6
17,235000000,10,10,,0,0,,561,16.0,6
17,4500000,0,0,,0,5,,317,20.0,6
17,47500000,10,6,,0,0,,392,36.08924,6
20,950000,0,0,,0,4,,360,24.0,6
17,35000000,10,4,3.0,0,7,,383,20.0,6
20,2000000,0,0,,0,7,,9300,14.0,6
17,2500000,0,0,,0,4,,308,14.0,6
20,300000,14,5,3.0,0,1,,423,13.0,6
17,60000,0,0,,0,5,,437,20.0,6
20,60000,3,3,3.0,0,1,,550,16.0,6
20,55000,3,2,,0,1,,598,20.0,6
17,20000000,5,3,3.0,0,1,,383,20.0,6
17,25000000,3,4,4.0,0,5,,839,13.0,6
17,49500000,7,7,3.0,0,4,,695,10.0,6
20,300000,0,0,,0,5,,703,20.0,6
17,18000000,4,4,2.0,0,5,,783,20.0,6
17,6000000,0,0,,0,4,,488,20.0,6
20,2650000,0,0,,0,1,,362,13.0,6
17,43500000,6,0,3.0,0,7,,375,20.0,6
3,35000000,14,4,3.0,0,0,,360,14.0,6
17,60000000,0,0,3.0,0,0,,594,13.0,6
17,4200000,0,0,,0,7,,476,20.0,6
17,13000000,4,2,,0,4,,623,16.0,6
17,2700000,0,0,,0,2,,299,13.0,6
17,2100000,0,0,,0,2,,302,22.0,6
17,38000000,7,4,3.0,4,0,,407,14.0,6
17,3700000,0,0,,0,2,,502,16.0,6
20,2800000,0,0,,0,4,,329,20.0,6
17,70000000,3,4,2.0,4,3,,291,20.0,6
20,251000000,0,0,,0,2,,282,16.0,6
17,41500000,8,7,3.0,0,0,,654,14.0,6
3,22500000,12,4,,0,4,,291,20.0,6
17,5500000,0,0,,0,5,,281,20.0,6
17,40100000,5,2,2.0,0,0,,622,14.0,6
17,1800000,0,0,,0,5,,371,16.0,6
17,975000,0,0,2.0,0,7,,266,20.0,6
17,65000000,23,16,7.0,4,7,,390,12.0,6
17,13000000,0,0,,0,1,,411,17.0,6
17,13500000,0,0,,0,2,,245,20.0,6
17,13000000,0,0,,0,5,,247,20.0,6
17,150000,4,3,3.0,3,7,,261,13.0,6
17,2500000,0,0,,0,2,,744,12.0,6
17,16500000,5,3,3.0,1,1,2073.0,7400,10.0,6
17,2700000,0,0,,0,4,,318,12.0,6
17,4800000,0,0,,0,5,,328,12.0,6
17,1850000,0,0,,0,2,,498,15.0,6
20,6800000,0,0,,0,0,,685,15.0,6
17,95000,2,2,,0,1,,447,20.0,6
