City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,RoadWidth,RoadType
17,38000000,0,3,2.0,3,0,2076.0,476,16.0,1
20,12000000,4,1,1.5,0,2,,984,4.0,2
20,8700000,0,2,3.0,0,4,2060.0,555,1.0,2
20,12500000,2,1,1.0,1,0,2019.0,319,13.0,6
20,130000,2,1,1.0,1,0,2019.0,378,15.0,6
17,60000,0,0,3.0,0,5,,225,13.0,1
20,23500000,4,4,3.0,1,7,2016.0,465,13.0,1
17,60000,4,3,3.0,1,5,2010.0,247,20.0,1
20,27000000,6,4,3.0,0,0,,973,13.0,1
17,15200000,4,2,,1,4,,1000,20.0,1
17,2650000,0,0,,0,0,,369,20.0,3
17,235000000,5,5,3.0,1,0,2076.0,650,13.0,3
17,27600000,7,6,3.0,1,0,2076.0,832,13.0,3
17,70000000,5,4,,10,0,,671,16.0,1
17,50000000,4,4,2.0,2,0,,473,16.0,1
17,22500000,4,3,2.0,1,0,2076.0,805,15.0,1
17,23500000,0,3,2.0,1,0,2076.0,192,16.0,1
17,240,5,5,3.0,1,0,2076.0,523,14.0,3
17,70000000,6,7,3.0,10,0,2068.0,177,15.0,1
17,500000000,5,5,3.0,2,0,2075.0,650,15.0,1
17,160000000,10,10,4.0,5,0,2076.0,360,20.0,1
17,42500000,6,6,3.0,0,5,,711,15.0,1
17,18000000,5,5,3.0,1,1,2076.0,580,13.0,3
17,27500000,6,6,3.0,2,0,2076.0,118,14.0,3
17,33000000,5,3,2.5,1,7,,7500,15.0,1
17,145000000,5,6,3.0,4,0,2076.0,493,18.0,1
20,3700000,5,4,3.0,9,4,,1700,8.0,1
20,21000000,4,5,2.5,1,6,2076.0,4500,20.0,3
20,28500000,5,4,3.0,1,5,2073.0,6400,13.0,1
17,17500000,4,2,,0,2,,536,20.0,6
17,15500000,4,2,2.0,1,2,,872,0.0,6
17,15500000,4,2,,1,2,,497,20.0,6
17,3200000,0,0,,0,0,,309,13.0,1
17,250000,18,5,2.0,0,2,,509,13.0,1
17,3000000,0,0,,0,1,,604,20.0,1
17,2300000,0,0,,0,0,,867,13.0,6
17,2000000,0,0,,0,0,,1800,20.0,1
3,400000,0,0,,0,3,,466,400.0,1
22,1100000,0,0,0.0,0,4,,860,20.0,1
17,42000000,7,6,3.0,3,0,2076.0,839,13.0,3
17,300000,18,4,5.0,0,7,2045.0,429,18.0,1
17,2500000,0,0,,0,2,,509,0.0,6
17,4000000,0,0,,0,0,,507,13.0,1
20,30000,2,1,,1,0,,758,36.08924,1
20,19000000,4,3,3.0,2,7,2076.0,869,0.0,1
20,21000000,3,2,2.5,1,4,,8000,13.0,1
20,50000,3,2,9.0,0,0,,2400,20.0,1
17,200000,0,0,,0,5,,287,20.0,1
17,110,0,0,3.0,0,0,,196,16.0,1
17,100000,3,4,2.0,1,1,,172,15.0,1
17,160,0,0,,0,2,,149,0.0,6
17,350000,0,0,5.0,0,4,,134,15.0,1
17,3000000,0,0,,0,2,,285,15.0,6
17,200000,4,3,3.0,2,5,,144,15.0,1
17,3000000,0,0,,0,5,,243,15.0,1
17,150000,0,0,5.0,2,6,,178,0.0,6
17,1200000,0,0,,0,2,,177,20.0,1
17,250000,0,0,,0,5,,152,16.0,1
17,120000,12,0,3.0,2,3,,109,15.0,1
17,130000,12,0,3.0,3,2,,122,16.0,1
17,150000,8,3,3.0,2,2,,125,16.0,6
17,2500000,0,0,,0,2,,434,15.0,3
17,150000,4,4,3.0,1,4,,157,16.0,6
17,85000000,7,8,3.0,4,0,2067.0,672,14.0,1
17,13000000,0,0,,0,5,,171,13.0,3
17,1050000,0,0,,0,4,,438,13.0,3
17,80000,13,0,4.0,0,0,,160,13.0,6
17,370000,17,17,4.0,0,2,2076.0,348,20.0,1
17,2600000,0,0,,0,0,,460,22.0,1
17,150000,4,4,3.0,2,2,,516,13.0,6
17,17000000,8,3,10.0,2,1,,706,10.0,5
17,18500000,3,3,2.5,1,0,2075.0,10600,14.0,3
17,3200000,0,0,,0,0,,421,13.0,6
17,17000000,4,5,3.0,1,7,2076.0,1200,16.0,3
27,2500000,0,0,,0,1,,483,13.0,5
17,32500000,8,6,3.0,1,5,2076.0,862,20.0,1
17,29800000,5,5,3.0,2,0,2076.0,641,15.0,4
27,2500000,0,0,,0,4,,504,20.0,1
17,33500000,5,5,3.0,1,3,2076.0,837,14.0,3
17,29900000,7,6,3.0,2,6,2019.0,472,20.0,1
17,49000000,6,6,3.0,2,4,2074.0,498,14.0,1
17,29900000,5,3,2.5,1,4,2076.0,4600,10.0,2
17,21000000,6,6,3.0,1,0,2074.0,550,13.0,4
17,100000000,6,6,3.0,5,0,2069.0,589,13.0,1
17,45000000,5,5,3.0,1,1,,179,13.0,1
17,3500000,0,0,,0,0,,378,15.0,1
17,33500000,6,6,3.0,1,5,2076.0,87,14.0,1
17,28500000,5,5,3.0,1,1,2076.0,143,15.0,3
17,50000000,5,5,3.0,3,0,2071.0,551,16.0,1
17,35000000,5,5,3.0,2,0,2069.0,310,20.0,1
17,49000000,5,5,3.0,2,7,2076.0,490,13.0,3
17,39000000,5,5,3.0,3,0,2070.0,151,15.0,1
17,6500000,0,0,,0,0,,146,20.0,1
17,29000000,6,6,3.0,1,0,2074.0,316,13.0,1
17,44500000,5,5,3.0,1,4,2076.0,410,16.0,1
17,5500000,0,0,,0,4,,487,15.0,1
17,3700000,0,0,,0,0,,359,16.0,1
17,29800000,5,5,3.0,1,0,,581,16.0,1
17,5700000,0,0,,0,0,,371,12.0,1
17,1250000,0,0,,0,0,,179,20.0,5
17,2000000,0,0,,0,5,,509,12.0,3
20,45000000,3,2,13.0,1,4,2015.0,1700,20.0,1
19,1800000,0,0,,0,4,,391,20.0,1
19,2000000,0,0,,0,0,,389,13.0,1
21,220000,0,0,0.0,0,0,,706,19.68504,5
13,200000,0,0,,0,3,,376,20.0,3
0,280000,0,0,,0,0,,369,0.0,5
20,15000,2,1,3.0,0,5,2075.0,657,14.0,3
17,38700000,6,5,3.0,3,0,2076.0,3800,15.0,1
17,39000000,6,5,3.0,3,0,2019.0,859,13.0,1
20,1200000,0,0,,0,5,,2000,20.0,5
17,15000000,4,2,1.5,1,4,2072.0,11800,18.0,2
17,155000000,9,6,5.5,31,1,2075.0,5100,20.0,1
17,32500000,4,3,2.0,4,0,,393,11.0,1
20,90000000,4,2,2.5,3,4,,11300,16.0,1
17,15000,2,1,,1,1,2019.0,868,13.0,3
20,150000,5,3,3.0,1,0,2012.0,572,55.77428,1
17,4500000,0,0,,0,0,,649,15.0,1
20,19000000,0,4,3.0,1,5,2074.0,705,13.0,3
17,21000000,6,5,2.5,1,0,,8000,14.0,2
20,21500000,5,3,2.5,1,4,2076.0,1200,20.0,1
20,22500000,6,3,2.5,1,4,2076.0,903,20.0,1
17,35000000,4,4,2.0,2,0,,2400,20.0,3
17,60000000,5,4,2.0,2,0,,756,16.0,1
17,75000000,0,4,2.0,0,0,,357,18.0,1
17,36500000,4,3,2.0,1,0,2076.0,359,15.0,3
17,37500000,4,3,2.0,1,5,,1600,15.0,1
17,3800000,0,0,,0,0,,255,16.0,1
17,5700000,0,0,,0,0,,261,15.0,1
17,25000000,4,3,2.0,1,0,2076.0,221,12.0,3
17,38500000,0,4,2.0,3,0,2076.0,306,16.0,1
17,3500000,0,0,,0,5,,135,20.0,1
17,24000000,4,3,2.0,1,0,2076.0,198,14.0,1
17,35500000,4,3,3.0,1,0,2076.0,151,15.0,3
17,110000000,4,4,,0,0,,436,16.0,1
17,55000000,4,3,,2,0,,125,15.0,1
17,35500000,4,4,2.0,2,0,,297,15.0,1
17,29500000,4,3,2.0,1,0,2076.0,110,13.0,1
17,49500000,0,4,2.0,3,0,,290,16.0,1
17,95000000,0,4,2.0,0,0,,390,15.0,1
17,28000000,4,3,2.0,2,5,2076.0,275,14.0,1
17,45000000,4,4,,3,0,,151,16.0,1
17,80000000,0,4,,0,0,,132,16.0,1
17,35000000,4,4,2.0,2,0,,305,15.0,1
17,57500000,4,4,2.0,4,5,,118,16.0,1
17,300000000,4,4,,0,0,,737,20.0,1
17,55000000,4,4,2.0,3,5,,232,20.0,1
17,67500000,4,4,,4,5,,247,20.0,1
17,55000000,4,3,2.0,3,5,,253,14.0,1
17,35000000,6,3,2.0,2,0,2076.0,210,15.0,1
17,36000000,5,4,2.0,2,2,,197,15.0,1
17,26000000,4,3,2.0,2,2,2076.0,177,14.0,1
17,47500000,5,4,2.0,3,5,,1000,16.0,1
17,18200000,5,5,3.0,1,0,2076.0,298,13.0,1
17,200000,13,5,3.5,1,1,,1600,16.0,4
17,26000000,6,5,3.0,1,0,2076.0,494,14.0,1
17,39000000,5,5,3.0,2,0,2070.0,495,14.0,4
17,2300000,0,0,,0,0,,526,12.0,5
17,120000,4,4,2.0,1,7,,605,14.0,1
17,33500000,5,5,3.0,2,3,2076.0,300,13.0,3
17,39900000,5,6,3.0,2,0,2069.0,147,14.0,1
20,18000000,3,2,4.0,1,0,,9300,0.0,6
17,32500000,8,7,4.0,1,5,2076.0,190,20.0,1
17,29000000,5,5,3.0,2,4,2075.0,180,14.0,3
17,2600000,0,0,,0,2,,216,15.0,6
17,36000000,5,5,3.0,1,0,2070.0,178,13.0,1
17,47500000,4,5,3.0,3,0,2070.0,215,15.0,5
17,28000000,0,0,,0,0,,140,12.0,1
17,4000000,0,0,,0,1,,448,210.0,1
20,15000000,5,3,2.5,1,7,2076.0,6900,13.0,3
20,20000000,6,3,2.5,2,1,2076.0,4600,13.0,3
17,23000000,6,5,3.0,1,3,2076.0,510,13.0,3
20,18500000,5,2,2.5,1,7,2076.0,597,13.0,3
17,24500000,6,5,3.0,1,2,2076.0,200,22.0,3
17,23800000,6,6,3.0,1,0,2076.0,332,18.0,1
17,39000000,6,6,3.0,2,4,2076.0,501,15.0,5
17,31000000,5,5,3.0,1,6,2076.0,603,14.0,4
17,29000000,6,5,3.0,1,4,2076.0,396,13.0,3
17,25000000,6,5,3.0,1,4,2076.0,404,13.0,3
17,56000000,5,5,3.0,2,4,2071.0,526,15.0,1
17,67500000,5,5,3.0,3,5,2070.0,629,20.0,1
17,4000000,0,0,,0,0,,99,13.0,1
17,3500000,0,0,,0,0,,412,15.0,5
17,37500000,6,6,3.0,1,0,2076.0,119,13.0,1
17,350000,6,6,3.0,4,0,2076.0,474,16.0,3
17,4200000,0,0,,0,0,,93,13.0,1
17,35000000,6,5,3.0,1,0,2076.0,585,13.0,1
20,22000000,5,3,2.5,2,0,2076.0,6200,20.0,3
20,19500000,5,3,2.5,2,0,2076.0,2300,13.0,3
20,17000000,5,3,2.5,2,4,,740,20.0,1
20,17500000,6,4,2.5,1,4,2076.0,5700,16.0,3
17,850000,0,1,,1,0,2005.0,791,82.021,1
17,4500000,0,0,,0,2,,525,15.0,1
20,17500000,5,3,2.5,1,5,2076.0,1200,13.0,3
9,10000000,4,3,2.0,0,0,,677,7.0,3
17,22000000,0,0,,0,0,,713,20.0,1
17,25000,2,1,,1,0,,667,0.0,6
17,22000000,11,3,2.5,1,4,2073.0,982,11.0,3
20,19000000,4,3,,1,1,2076.0,1400,0.0,6
17,1950000,0,0,,2,3,,629,12.0,6
17,120000000,0,0,5.0,0,7,,812,30.0,1
17,5750000,0,0,,0,0,,520,16.0,5
20,1600000,0,0,,0,0,,833,16.0,1
17,22000000,5,2,2.5,1,0,2076.0,13100,13.0,4
17,2500000,0,0,,0,0,,392,13.0,5
20,3000000,0,0,,0,7,,156,13.0,3
17,17500000,5,4,3.0,1,1,,1200,15.0,6
17,400000,0,0,,0,4,,700,16.0,1
20,18000000,4,3,2.0,1,4,2076.0,1800,0.0,6
17,34000000,5,4,,1,4,,576,14.0,6
17,26300000,5,0,,1,0,,902,13.0,6
17,37000000,6,0,,1,0,2076.0,1300,13.0,6
17,21000000,4,3,2.0,1,0,,566,12.0,6
20,17000000,4,3,2.5,1,4,2076.0,1800,13.0,3
27,700000,0,0,,0,1,,989,0.0,6
20,2400000,0,0,,0,7,,4000,20.0,3
20,17000000,8,3,2.5,1,4,2076.0,2800,13.0,3
20,2800000,0,0,,0,4,,778,10.0,1
17,16000000,4,3,,1,0,2076.0,998,12.0,4
20,150000,3,3,0.0,1,4,2072.0,814,26.0,1
20,22000000,10,3,3.0,1,4,,2000,13.0,1
20,65000,0,0,4.0,0,2,,446,72.17848,1
17,11500000,2,1,1.0,1,2,2073.0,651,13.0,1
7,1850000,0,0,,0,0,,264,26.24672,4
19,2100000,0,0,,0,6,,720,13.0,3
20,19700000,4,4,3.0,2,4,2076.0,1200,13.0,6
17,29000000,6,5,3.0,1,0,2076.0,323,20.0,3
17,290000000,6,5,2.0,20,0,2068.0,571,15.0,1
17,45000000,6,6,3.0,3,0,2075.0,490,13.0,3
17,36000000,4,5,3.0,3,7,2075.0,448,30.0,5
17,35500000,5,5,3.0,2,3,2075.0,449,13.0,3
17,6100000,0,0,3.0,0,1,,627,16.0,1
13,600000,0,0,,0,0,,622,60.0,1
17,24100000,3,3,3.0,0,6,2068.0,509,13.0,4
3,15500000,4,2,,1,0,2073.0,971,13.0,3
17,40000000,5,5,3.0,3,0,2076.0,544,20.0,4
17,17500000,5,3,7.0,0,7,2075.0,552,26.0,1
20,20000000,3,2,3.0,1,4,2070.0,1600,20.0,1
20,18000000,5,3,3.0,1,7,2019.0,871,13.0,1
20,35000000,18,16,3.0,1,0,2076.0,8100,12.0,3
17,17000000,0,0,,0,0,,794,12.0,6
20,100,0,15,6.0,20,7,2019.0,258,29.52756,1
17,26000000,4,3,2.5,0,1,2076.0,1400,13.0,1
17,4500000,0,0,,0,4,,783,12.0,1
1,3650000,4,1,,0,1,2074.0,730,14.0,5
20,3100000,0,0,,0,0,,1000,7.0,1
17,25500000,5,6,3.0,1,0,2076.0,485,13.0,1
20,350000,0,0,,0,0,,899,24.0,3
17,68000000,5,5,3.0,4,0,2076.0,475,15.0,1
17,21500000,6,5,3.0,1,2,2076.0,456,20.0,3
17,18200000,6,0,3.0,5,7,2076.0,464,13.0,3
17,80000000,4,4,3.0,4,0,2072.0,415,14.0,1
17,19900000,6,5,3.0,1,6,2076.0,361,12.0,4
17,72000000,5,5,3.0,0,6,2070.0,356,15.0,1
17,60000000,5,5,3.0,0,2,2076.0,339,13.0,1
17,57500000,6,5,3.0,6,3,2075.0,286,15.0,1
17,66000000,5,5,3.0,4,5,2071.0,428,20.0,1
17,29900000,7,5,3.0,1,6,2076.0,181,13.0,1
17,29900000,7,7,3.0,1,5,2076.0,128,13.0,1
17,33500000,4,4,3.0,1,2,2072.0,375,20.0,1
20,37500000,5,4,,1,0,2075.0,14200,16.0,3
17,2300000,0,0,,0,0,,1100,12.0,6
17,2250000,0,0,,0,0,,476,20.0,2
17,23000000,3,2,3.0,3,0,,580,20.0,6
17,20600000,5,3,3.0,1,2,2076.0,992,13.0,5
17,26000000,5,3,3.0,1,7,2015.0,396,26.0,1
17,65000000,5,5,,3,4,2076.0,144,20.0,1
17,400000000,6,6,3.0,20,0,2073.0,1300,20.0,1
17,45000000,4,5,3.0,3,5,2075.0,303,15.0,1
17,3500000,0,0,,0,6,,284,13.0,3
17,1350000,0,0,,0,0,,373,20.0,3
17,600000,0,0,,0,5,,219,18.0,1
17,28500000,8,3,3.0,1,2,2073.0,684,16.0,1
20,35000,4,3,2.0,1,0,2019.0,1000,16.4042,4
17,40000000,0,0,2.5,1,1,2076.0,1900,13.0,1
17,400000,11,8,6.0,5,0,2016.0,716,12.0,6
20,19000000,0,0,,1,2,2076.0,784,0.0,6
17,70000,2,1,6.0,5,0,2016.0,453,12.0,4
20,11000000,2,1,1.0,1,0,,1100,13.0,6
20,19200000,4,5,3.0,1,0,2018.0,5500,20.0,1
17,36000000,5,5,3.0,2,0,2074.0,107,13.0,1
17,20500000,4,4,,1,4,2074.0,318,15.0,3
7,900000,0,0,,0,0,,497,10.0,1
17,45000,2,2,,1,5,,1300,10.0,1
20,150000,3,4,,2,0,,779,26.24672,1
17,18000000,4,4,3.0,1,1,2075.0,646,13.0,3
17,72000000,5,5,3.0,4,0,2075.0,332,15.0,1
17,23000000,6,5,3.0,1,0,2075.0,589,13.0,1
17,19900000,6,4,3.0,1,5,2073.0,2700,13.0,1
17,40000000,7,8,4.0,2,0,2075.0,157,14.0,4
17,21500000,5,5,3.0,1,4,2076.0,217,13.0,3
17,34500000,6,3,2.0,2,2,2000.0,1100,0.0,6
17,70000000,4,4,2.0,4,7,2064.0,316,14.0,1
17,55000000,0,0,,0,0,,594,32.8084,3
17,65000000,5,5,3.0,4,4,2069.0,183,14.0,1
17,62000000,7,7,3.0,3,0,2074.0,165,13.0,1
17,5800000,0,2,2.0,2,1,2060.0,1100,18.0,4
20,150000,3,4,3.0,2,0,2019.0,633,14.0,4
17,35000,4,3,,2,0,,651,12.0,4
17,25500000,0,0,3.5,0,1,2070.0,5100,13.0,1
17,13500000,0,0,,1,5,,1200,12.0,1
20,28000000,0,0,,0,4,,1000,20.0,6
17,20000000,0,0,0.0,2,0,2076.0,934,14.0,3
17,67500000,4,4,2.0,2,0,,651,15.0,1
17,32500000,4,4,2.0,2,0,2076.0,2800,15.0,3
17,35000000,4,4,2.0,2,0,2073.0,775,15.0,3
17,31000000,4,4,2.0,1,0,2076.0,679,14.0,1
17,32500000,4,4,2.0,1,0,2076.0,324,18.0,1
17,20000000,4,4,3.0,1,0,2074.0,1300,15.0,1
17,35000000,2,3,,4,0,,239,15.0,1
17,32500000,4,3,3.0,1,0,,466,30.0,1
17,22000000,10,0,3.0,0,1,,871,15.0,1
17,35000000,4,4,3.0,2,0,2076.0,255,33.0,1
17,26000000,0,0,3.0,1,0,2076.0,1600,12.0,3
17,26500000,0,0,3.0,1,5,,252,14.0,1
17,11500000,0,0,,0,0,,596,13.0,1
17,60000000,0,0,4.0,0,4,,575,0.0,6
17,37000000,7,6,4.0,1,4,2016.0,609,16.0,1
17,13200000,4,2,0.0,1,0,2074.0,938,13.0,3
17,1200000,0,0,,0,1,,802,20.0,3
22,16000000,0,0,,0,1,,513,15.0,6
17,900000,0,0,,0,4,,508,10.0,4
23,200000,0,0,,0,1,,386,15.0,6
3,27000000,16,3,3.0,0,1,,867,13.0,1
8,250000,0,0,,0,5,,674,0.0,6
7,50000000,0,0,,0,1,,788,19.68504,1
3,1800000,0,0,,0,1,,614,10.0,3
20,3700000,0,0,,0,6,,8100,40.0,3
19,15000000,0,2,3.0,0,4,,874,12.0,6
22,2500000,0,0,,0,0,,761,25.0,1
20,6500000,2,1,2.0,0,7,,1000,5.0,3
17,27500000,7,0,3.0,2,0,2019.0,2100,13.0,1
17,18000000,6,4,3.0,2,0,2019.0,1600,13.0,3
17,32000000,8,4,,1,1,,820,0.0,6
20,3000000,0,0,0.0,0,2,,177,12.0,3
20,38500000,4,4,3.0,3,3,2019.0,34500,13.0,1
17,35000000,4,4,4.0,1,0,2019.0,861,22.0,1
20,235000,3,3,10.0,2,4,,6700,20.0,1
17,18200000,0,0,,0,0,,1600,13.0,1
17,13500000,4,3,3.0,1,5,2019.0,5500,13.0,3
29,600000,0,0,,0,1,,666,20.0,1
20,18000,2,1,,0,1,,843,15.0,3
4,8000000,3,1,2.0,1,2,,644,13.0,1
20,60000,3,3,,0,4,,610,13.0,3
6,2500000,0,0,,0,7,,569,15.0,3
7,7500000,2,1,1.0,2,0,2072.0,731,19.68504,1
17,5700000,0,0,,0,7,,193,24.0,3
17,2000000,0,0,,0,7,,267,13.0,5
17,50000,0,0,,0,1,,547,11.0,4
17,1150000,0,0,,0,0,,581,13.0,5
17,32500000,6,5,3.0,5,0,2076.0,736,12.0,1
3,85000,0,0,3.0,0,0,2019.0,521,12.0,5
17,1050000,0,0,,0,4,,681,13.0,1
17,18000000,0,3,3.0,1,0,,784,9.0,4
17,3000000,0,0,0.0,0,1,,715,10.0,5
17,20000000,0,0,0.0,0,6,,638,30.0,1
20,14500000,0,0,,0,7,,823,13.0,3
17,1900000,0,0,,0,7,,309,12.0,5
27,11000000,0,0,,0,0,,378,15.0,5
17,45000000,0,0,,0,4,,2200,15.0,5
17,49500000,0,0,,0,4,,3300,15.0,1
20,70000000,3,3,2.0,4,0,2050.0,896,20.0,1
17,70000000,4,3,3.0,4,0,2049.0,989,20.0,1
17,4300000,0,0,,0,1,,435,9.0,4
20,25000000,3,5,,1,0,,1700,20.0,1
20,16000000,16,4,4.0,1,0,2063.0,645,10.0,2
20,13500000,3,9,3.0,0,2,2076.0,1500,10.0,5
20,12000000,2,1,1.0,0,2,,4400,12.0,5
20,2700000,0,0,,0,2,,10000,16.0,1
17,27800000,6,3,3.0,2,0,2019.0,3900,13.0,3
20,36000000,3,3,,2,0,2065.0,1200,20.0,1
17,3800000,0,0,,0,7,,433,20.0,1
20,180000,5,0,,2,0,,552,14.0,1
17,100000000,8,9,4.0,4,4,2065.0,1500,13.0,1
17,60000000,6,3,,4,4,2050.0,1700,20.0,1
17,4000000,0,0,,0,2,,566,20.0,1
17,65000000,5,5,3.0,3,5,2075.0,951,13.0,5
17,56000000,6,6,3.0,3,0,2074.0,1400,20.0,5
17,44500000,6,5,3.0,3,5,2076.0,933,15.0,1
17,85000000,5,5,,3,0,,351,13.0,5
17,38000000,0,0,,0,0,,811,13.0,1
17,2000000,0,0,,0,7,,795,16.0,4
17,1375000,0,0,,0,7,,442,13.0,3
17,1450000,0,0,,0,0,,550,13.0,1
17,19000000,8,0,3.0,0,4,,2600,10.0,1
17,50000,6,3,2.0,3,0,2018.0,4700,10.0,4
17,1700000,0,0,,0,7,,420,14.0,2
17,7500000,3,1,1.0,0,1,,605,4.0,5
17,47500000,5,4,,2,0,2070.0,925,20.0,1
17,25000000,3,3,,1,4,,1200,20.0,1
20,22500000,7,2,3.0,0,4,,684,13.0,3
20,35000000,5,4,,2,7,2069.0,477,20.0,1
17,1300000,0,0,,0,7,,620,15.0,1
17,50000000,7,4,2.0,1,5,2076.0,1500,10.0,2
20,4000000,0,0,,0,1,,1100,12.0,3
17,25000000,7,5,4.0,1,1,2019.0,1100,13.0,3
17,16500000,0,0,2.0,0,5,2076.0,935,14.0,1
17,46000000,5,4,,2,6,2074.0,369,13.0,1
3,30000000,5,4,3.0,0,0,,474,15.0,1
3,1700000,0,0,,0,0,,282,20.0,3
17,3300000,0,0,,0,1,,185,26.24672,6
13,330000,0,0,,0,1,,598,13.0,3
17,7000000,0,0,,0,1,,188,20.0,1
17,28000000,2,4,3.0,3,4,,514,13.0,3
17,35000000,0,0,,0,1,,314,13.0,1
17,49000000,0,0,,0,4,,185,12.0,1
17,4000000,0,0,,0,4,,326,20.0,3
17,20000,2,1,3.0,2,4,2018.0,854,13.0,5
26,350000,0,0,,0,0,,531,26.0,3
17,21500000,5,5,3.0,1,0,2076.0,814,13.0,3
17,3900000,0,0,,0,0,,185,15.0,1
17,6700000,0,0,,0,7,,246,33.0,6
17,25500000,7,5,3.0,1,0,2076.0,365,20.0,3
17,4200000,0,0,,0,0,,1400,15.0,1
17,16500000,8,0,,0,1,,511,13.0,3
17,22000000,11,0,,0,7,,747,13.0,3
3,10500000,0,0,,0,4,,673,10.0,1
17,2200000,0,0,,0,7,,370,18.0,1
20,5000000,0,0,,0,1,,250,11.0,1
20,1250000,0,0,,0,7,,513,20.0,5
17,70000000,5,7,2.0,3,0,,702,14.0,1
12,1250000,0,0,,0,1,,244,20.0,1
17,39500000,5,6,3.0,5,1,2074.0,11400,20.0,1
17,1450000,0,0,,0,2,,803,19.68504,3
17,18000000,2,1,1.0,0,4,,655,12.0,1
20,4300000,0,0,0.0,0,0,,324,26.0,1
17,22000000,3,4,3.0,1,0,2018.0,627,14.0,6
4,30000,0,0,,0,0,,134,0.0,6
17,110000,0,6,3.0,1,0,,1800,22.0,1
20,40000,2,1,12.0,1,4,,912,0.0,6
17,5500000,0,0,,0,5,,386,16.0,1
17,62500000,5,6,2.0,5,0,2019.0,410,15.0,1
17,8500000,0,0,,0,5,,402,16.0,1
17,32500000,0,0,,0,4,,251,16.0,1
17,47000000,18,6,,6,4,,2800,13.0,1
17,175000,0,0,4.0,0,1,,2900,42.0,1
17,500000,0,0,1.0,0,4,,208,65.6168,5
17,11000000,0,0,,0,2,,351,20.0,1
17,22500000,0,4,,4,1,2009.0,945,12.0,3
17,11000000,0,0,,0,5,,285,40.0,1
17,13000000,0,0,,0,0,,298,50.0,1
17,45000000,6,6,3.0,2,6,,501,20.0,1
17,130000000,6,7,2.0,10,1,2017.0,1500,20.0,1
17,15000000,0,0,,0,0,,331,60.0,1
17,7500000,0,0,,0,7,,294,45.0,1
17,4000000,0,0,,0,0,,280,12.0,1
17,120000000,4,5,2.0,2,5,,926,20.0,1
17,100000,2,2,9.0,1,7,,719,0.0,6
20,45000,3,3,3.0,1,0,2076.0,410,16.0,3
17,350000,0,0,8.0,0,4,,986,98.4252,1
17,22000000,6,5,3.0,1,0,2016.0,359,14.0,3
20,17000000,3,2,2.0,3,7,2019.0,309,13.0,3
17,550000,24,0,4.0,15,0,2076.0,1100,22.0,1
17,30000000,10,8,4.0,2,4,2068.0,691,30.0,1
17,7000000,0,0,,0,7,,627,10.0,5
20,19000000,4,4,3.0,2,0,2075.0,608,13.0,3
20,18000000,0,4,4.0,0,4,2016.0,664,0.0,6
26,1550000,0,0,0.0,0,1,,852,66.0,1
17,12000000,1,1,1.0,1,3,2076.0,490,10.0,3
17,122500000,23,10,,0,7,,430,15.0,1
17,55000,4,4,,0,7,,788,15.0,3
17,1500000,0,0,,0,1,,239,12.0,3
17,1300000,0,0,,0,7,,314,4.0,5
18,815000,0,0,,0,1,,230,20.0,3
17,1350000,0,0,,0,1,,251,12.0,3
17,80000,6,2,3.0,0,4,2062.0,298,20.0,1
17,20000000,0,0,,0,4,,398,15.0,6
20,17000000,8,3,,0,4,,860,13.0,1
17,17000000,0,0,,0,0,,157,10.0,3
17,8500000,4,0,,0,4,,343,10.0,6
20,1100000,0,0,,0,4,,407,20.0,3
20,15500000,8,0,3.0,0,1,,449,20.0,3
17,2600000,0,0,,0,0,,848,20.0,1
27,60000000,0,0,,0,0,,374,20.0,1
17,24000,0,3,2.0,1,7,2052.0,719,0.0,4
12,230000,0,0,,0,0,,175,0.0,6
3,1200000,0,0,0.0,0,6,,182,20.0,5
17,5600000,0,0,,0,0,,198,15.0,1
17,44000000,5,6,3.0,1,0,2076.0,390,15.0,1
17,100000000,6,6,3.0,10,3,2071.0,895,20.0,1
17,96000000,5,7,3.0,0,5,2074.0,436,20.0,1
17,28500000,6,6,3.0,2,0,2076.0,428,20.0,1
17,22500000,0,0,,0,1,,432,16.0,1
17,41000000,17,10,,2,0,,407,15.0,1
17,30000000,11,0,4.0,2,1,2001.0,252,13.0,1
20,2500000,0,0,,0,0,,668,0.0,6
17,1200000,0,0,,0,1,,272,40.0,1
17,170000,3,4,7.0,2,0,,6500,20.0,1
17,65000000,5,6,3.0,3,0,2076.0,732,15.0,1
20,95000,4,2,4.0,4,5,,339,0.0,4
17,2300000,0,0,,0,5,,385,13.0,1
3,12000,2,1,,0,7,,617,15.0,1
17,115000000,4,4,3.0,4,2,2009.0,650,13.0,4
17,4000000,0,0,,0,5,,280,0.0,6
17,1400000,0,0,,0,6,,710,0.0,6
7,2500000,0,0,,0,1,,197,19.68504,3
20,3500000,0,0,,0,6,,617,20.0,1
17,1000000,0,0,,0,2,,369,32.0,1
20,2300000,0,0,,0,6,,289,13.0,4
27,230000,0,0,,1,5,,3600,32.0,1
17,2100000,0,0,,0,5,,472,16.0,3
17,35000000,6,4,3.0,8,7,,304,32.0,1
17,140000000,7,4,,3,0,,1000,26.0,1
3,7500000,0,0,,0,4,,1100,13.0,3
17,9500000,0,0,,0,0,,444,10.0,1
17,20000000,0,0,,0,5,,389,13.0,1
